Middle Wall
0 40 4000 
1 40 4000 
2 40 4000 
3 40 4000 
4 40 4000 
5 40 4000 
6 40 4000 
7 40 4000 
8 40 4000 
9 40 4000 
10 40 4000 
11 40 4000 
12 40 4000 
13 40 4000 
14 40 4000 
15 40 4000 
16 40 4000 
17 40 4000 
18 40 4000 
19 40 4000 
20 40 4000 
21 40 4000 
22 40 4000 
23 40 4000 
24 40 4000 
25 40 4000 
26 40 4000 
27 40 4000 
28 40 4000 
29 40 4000 
30 40 4000 
31 40 4000 
32 40 4000 
33 40 4000 
34 40 4000 
35 40 4000 
36 40 4000 
37 40 4000 
38 40 4000 
39 40 4000 
